id,tier1,tier2,tier3,explanation
334,Automation,Factory and Assembly,In-factory automated part movement,"Material handling systems including conveyors, AGVs, AMRs, robots, and automated storage/retrieval moving parts, materials, and products throughout facility. Choose for automated material flow, labor reduction in transport, or integrated factory logistics. Automated material transport (vs manual handling), various technologies (conveyors, AGV, AMR), factory-wide material flow. Conveyor systems, AGVs, autonomous mobile robots, AS/RS, automated warehouse systems."
335,Automation,Sensors and connectivity,,"Devices and networks measuring physical parameters (temperature, pressure, position, etc.) and transmitting data enabling monitoring, control, and integration of manufacturing equipment. Select for data acquisition, process monitoring, equipment connectivity, or enabling closed-loop control. Sensing and data transmission (vs control action), enables visibility and feedback, various sensor types and protocols. Process sensors, position sensing, vision systems, industrial networking, IO-Link, sensor networks."
336,Automation,Human Robotics / Assistance Systems,,"Collaborative robots, exoskeletons, and assistive technologies working alongside humans enhancing capabilities, safety, ergonomics, and productivity in manufacturing. Choose for human-robot collaboration, ergonomic assistance, augmenting human capability, or safe shared workspace. Human-assisting automation (vs fully automated), collaborative operation, enhances rather than replaces human. Collaborative robots (cobots), exoskeletons, lift assists, ergonomic support systems."
337,Biotech,,,"Biological manufacturing processes using living organisms, cells, or biological systems to produce materials, chemicals, pharmaceuticals, or modify biological materials through fermentation and bioprocessing. Select for producing biological molecules, pharmaceuticals, enzymes, or materials impossible through chemical synthesis alone. Living system-based production (vs chemical synthesis), harnesses cellular metabolism, produces biomolecules. Pharmaceutical production, enzyme manufacturing, biofuels, recombinant proteins, industrial fermentation."
338,Biotech,Fermentation / Cultivation,,"Grows microorganisms (bacteria, yeast, fungi) or cells in controlled bioreactors to produce desired metabolites, proteins, or biomass through cellular metabolism. Choose for producing enzymes, antibiotics, organic acids, recombinant proteins, or cellular biomass at scale. Controlled growth of living organisms (vs chemical reaction), cellular production of target molecules, requires sterile conditions. Antibiotic production, enzyme manufacturing, recombinant protein production, biofuel precursors."
339,Biotech,Fermentation / Cultivation,Submerged,"Microorganisms grow suspended in liquid medium most common industrial fermentation method for producing chemicals, enzymes, and pharmaceuticals. Select for aerobic organisms, high oxygen transfer requirements, or standard industrial fermentation. Organisms suspended in liquid (vs solid substrate), agitated and aerated, most common fermentation mode. Antibiotic production, baker's yeast, citric acid, industrial enzymes, recombinant proteins."
340,Biotech,Fermentation / Cultivation,Solid state,"Microorganisms grow on moist solid substrate with minimal free water used for producing enzymes, organic acids, and traditional fermented foods. Choose for fungi preferring low moisture, traditional fermented foods, or waste biomass utilization. Growth on solid substrate (vs submerged liquid), minimal free water, often uses agricultural waste. Tempeh, miso, enzyme production on bran, composting, fungal enzyme production."
341,Biotech,Fermentation / Cultivation,Aerial,"Fermentation in gas phase or with significant gas exchange important for aerobic organisms requiring high oxygen transfer rates. Select for highly aerobic organisms, gas-phase reactions, or maximum oxygen transfer requirements. Gas-phase or high gas exchange (vs submerged liquid), maximum oxygen transfer, specialized applications. Aerobic spore production, gas-phase biofilters, highly aerobic fermentations."
342,Biotech,Fermentation / Cultivation,Surface,"Microorganisms grow at air-liquid or solid-liquid interface used for specific organisms like fungi and producing certain enzymes. Choose for organisms preferring surface growth, traditional koji production, or surface-dependent metabolite production. Growth at interface surface (vs throughout bulk liquid), traditional for certain fungi, surface layer metabolism. Koji production, Aspergillus enzyme production, traditional sake brewing, surface culture fermentation."
343,Biotech,Downstream processes,,"Operations following fermentation separating, purifying, concentrating, and formulating biological products from fermentation broth or cell culture for final use. Select for recovering and purifying fermentation products, removing cells and impurities, or achieving pharmaceutical-grade purity. Post-fermentation product recovery (vs upstream/fermentation), separates and purifies product, critical for product quality. Cell separation, purification, concentration, formulation of biopharmaceuticals and industrial enzymes."
344,Biotech,Downstream processes,Seperation,"Separates target product from cells, debris, and other components using centrifugation, filtration, or settling as first step in downstream processing. Choose for initial clarification, removing biomass, or primary separation before purification. Biomass removal (vs purification), centrifugation or filtration, first recovery step. Centrifugation, microfiltration, depth filtration for cell/broth separation."
345,Biotech,Downstream processes,Drying,"Removes water from biological products using spray drying, freeze drying (lyophilization), or vacuum drying creating stable powdered or solid products. Select for product stabilization, shelf life extension, or creating dry powder formulations. Water removal for stability (vs liquid formulation), various drying methods, extends shelf life. Spray drying enzymes, freeze-drying pharmaceuticals, vacuum drying cultures, creating stable powders."
346,Biotech,Downstream processes,Purification,"Isolates and concentrates target biological product from contaminants using chromatography, crystallization, precipitation, or membrane separation achieving required purity. Choose for pharmaceutical-grade purity, removing impurities, or meeting regulatory requirements. Achieving high purity (vs initial separation), various purification techniques, product quality critical. Chromatography, crystallization, ultrafiltration for biopharmaceutical purification to >95-99% purity."
347,Biotech,Downstream processes,Finishing Processes,"Final processing including formulation, sterile filtration, filling, packaging, and quality testing preparing biological products for distribution and use. Select for final product preparation, sterile formulation, or packaging for distribution. Final preparation steps (vs purification), formulation and packaging, quality release testing. Sterile filtration, aseptic filling, lyophilization, final formulation, packaging, release testing."
348,Biotech,Upstream Processes,,"Operations before fermentation including raw material preparation, media formulation, sterilization, inoculum preparation, and feed stream preparation. Choose for preparing sterile media, developing seed cultures, or ensuring contamination-free fermentation start. Pre-fermentation preparation (vs fermentation itself), media prep and sterilization, inoculum development. Media preparation, sterilization, inoculum scale-up, raw material preparation."
349,Biotech,Upstream Processes,Alteration,"Genetic or metabolic engineering of organisms to enhance productivity, introduce new biosynthetic pathways, or optimize production characteristics for bioprocessing. Select for strain improvement, pathway engineering, or introducing new production capabilities. Genetic/metabolic modification (vs wild-type organisms), enhances production or capabilities, directed evolution or genetic engineering. CRISPR gene editing, metabolic engineering, directed evolution for improved production strains."
350,Biotech,Upstream Processes,Sterilisation,"Eliminates unwanted microorganisms from equipment, media, and air using heat (autoclaving), chemicals, radiation, or filtration preventing contamination in fermentation. Choose for maintaining sterility, preventing contamination, or ensuring pure culture fermentation. Eliminating contaminating microorganisms (vs maintaining sterility during operation), various sterilization methods. Autoclave sterilization, filter sterilization of media/air, UV sterilization, chemical sterilization."
351,Biotech,Analysis,,"Analytical methods characterizing, measuring, and monitoring biological materials, products, and process parameters ensuring quality and process understanding. Select for quality control, process monitoring, product characterization, or regulatory compliance. Analytical characterization (vs production processes), ensures quality and compliance, various analytical techniques. Encompasses spectrometry, chromatography, wet chemistry for bioprocess analysis."
352,Biotech,Analysis,Spectrometry,"Analytical techniques measuring matter-radiation interaction including mass spectrometry, UV-Vis, infrared for identifying and quantifying molecules in biological samples. Choose for molecular identification, quantification, or structural characterization. Spectroscopic analysis (vs separation), various wavelength ranges and techniques, identification and quantification. Mass spectrometry for protein characterization, UV-Vis for concentration, FTIR for molecular structure."
353,Biotech,Analysis,Chromatography,"Separation and quantification techniques including HPLC, GC, affinity chromatography separating and quantifying components in complex biological mixtures. Select for separating and quantifying products, impurities, or monitoring fermentation metabolites. Separation-based analysis (vs spectroscopy), various chromatography types, quantitative separation. HPLC for purity, affinity chromatography for purification, GC for volatile metabolites."
354,Biotech,Analysis,Wet Chemistry,"Classical analytical chemistry using chemical reactions, titrations, and colorimetric methods for analyzing biological samples and process streams. Choose for routine analysis, titrations, or when instrumental methods unavailable. Chemical reaction-based analysis (vs instrumental), classical techniques, routine testing. Titrations, colorimetric assays, chemical tests for routine bioprocess monitoring."
355,Biotech,Culturing,,"Laboratory and production-scale growing of microorganisms, cells, or tissues in controlled conditions for research, production, or testing applications. Select for maintaining production strains, developing seed cultures, or laboratory-scale cultivation. Laboratory/small-scale cultivation (vs production fermentation), strain maintenance and development, research applications. Petri dish cultures, shake flasks, seed train development, strain banking."
356,Biotech,Culturing,Strain Development,"Genetic engineering, selection, and optimization of microorganisms or cell lines to improve production, yields, stability, or introduce new capabilities. Choose for improving production strains, developing new capabilities, or optimizing bioprocess performance. Developing improved organisms (vs maintaining existing), genetic engineering and selection, enhances production. Mutagenesis and selection, genetic engineering, adaptive evolution for improved production strains."
357,Biotech,Culturing,Medium development,"Formulation and optimization of nutrient solutions providing necessary carbon, nitrogen, minerals, and growth factors for optimal organism growth and product formation. Select for optimizing fermentation performance, improving yields, or reducing media cost. Nutrient formulation (vs organism development), optimizes growth and production, balances cost and performance. Media optimization, carbon source selection, nutrient balancing for maximum productivity."
358,Biotech,Process Engineering,,"Engineering design, optimization, and scale-up of biotechnology processes including bioreactor design, process control, mass transfer, and economic analysis. Choose for scaling up from lab to production, optimizing bioprocesses, or designing fermentation facilities. Process design and optimization (vs laboratory work), scale-up and economic analysis, engineering approach. Bioreactor design, process modeling, scale-up engineering, process optimization."
359,Biotech,Process Engineering,Modeling,"Mathematical and computational representation of biological processes predicting performance, optimizing conditions, and understanding system behavior for scale-up and control. Select for predicting fermentation behavior, optimizing conditions, or understanding complex biological systems. Mathematical modeling (vs empirical experimentation), predictive capability, supports scale-up and optimization. Kinetic modeling, metabolic flux analysis, computational fermentation modeling for process design."
360,Biotech,Process Engineering,Economic analysis,"Financial and technical evaluation of biotechnology processes assessing capital costs, operating expenses, yields, and profitability for investment and optimization decisions. Choose for evaluating process economics, comparing alternatives, or justifying capital investment. Economic evaluation (vs technical design), assesses financial viability, supports business decisions. Cost of goods analysis, capital cost estimation, techno-economic analysis for bioprocess investment decisions."
